dish_name,description,ingredients_json,steps_json,prep_time_min,cook_time_min,servings,difficulty,cuisine_type,meal_type,tags,mood,weather_suggestion,time_suggestion
Kimchi Jjigae (Kimchi Stew),"A classic Korean stew made with fermented kimchi, tofu, and pork.","[{""name"": ""Kimchi"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""sour, fermented, chopped""}, {""name"": ""Pork belly or shoulder"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""sliced""}, {""name"": ""Tofu"", ""qty"": ""1"", ""unit"": ""block"", ""note"": ""soft, sliced""}, {""name"": ""Kimchi juice"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Gochujang"", ""qty"": ""1"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Anchovy stock or water"", ""qty"": ""3"", ""unit"": ""cups"", ""note"": """"}]","[""In a medium pot, sauté the sliced pork belly until it has rendered some fat."", ""Add the chopped sour kimchi and continue to sauté for 5 minutes, until the kimchi has softened."", ""Stir in the gochujang and gochugaru (chili flakes)."", ""Pour in the anchovy stock (or water) and the reserved kimchi juice. Bring to a boil."", ""Reduce the heat to a simmer and cook for at least 20 minutes to allow the flavors to deepen."", ""Carefully add the sliced soft tofu and sliced green onions to the stew."", ""Simmer for another 5-10 minutes, until the tofu is heated through."", ""Serve piping hot in the cooking pot or in individual bowls with a side of steamed rice.""]",10,30,2,Easy,Korean,Dinner,"stew,spicy,kimchi",cold,rainy,evening
Crème Brûlée,"A classic French dessert of rich custard topped with a layer of hardened caramelized sugar.","[{""name"": ""Heavy cream"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Vanilla bean"", ""qty"": ""1"", ""unit"": """", ""note"": ""split lengthwise""}, {""name"": ""Large egg yolks"", ""qty"": ""5"", ""unit"": """", ""note"": """"}, {""name"": ""Granulated sugar"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""plus more for topping""}]","[""Preheat the oven to 160°C (325°F)."", ""In a saucepan, heat the heavy cream and the split vanilla bean until it just begins to simmer. Let it infuse for 15 minutes."", ""In a bowl, whisk the egg yolks and 0.5 cup of sugar until pale and creamy."", ""Remove the vanilla bean from the cream. Slowly pour the warm cream into the egg yolk mixture, whisking constantly."", ""Pour the custard mixture into four to six individual ramekins. Place the ramekins in a baking dish and add hot water to come halfway up the sides (a bain-marie)."", ""Bake for 30-40 minutes, until the centers are just set."", ""Remove from the water bath and let them cool, then chill in the refrigerator for at least 4 hours."", ""Before serving, sprinkle an even layer of sugar on top and caramelize it with a kitchen torch until crispy.""]",15,40,4,Medium,French,Dessert,"creamy,custard,classic",celebratory,any,evening
Apple Pie,"A classic American dessert with a flaky pastry crust and a spiced apple filling.","[{""name"": ""Pie crust"", ""qty"": ""2"", ""unit"": ""sheets"", ""note"": ""for a double-crust 9-inch pie""}, {""name"": ""Granny Smith apples"", ""qty"": ""8"", ""unit"": ""medium"", ""note"": ""peeled, cored, and sliced""}, {""name"": ""Granulated sugar"", ""qty"": ""0.75"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Brown sugar"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": ""packed""}, {""name"": ""All-purpose flour"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Ground cinnamon"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Lemon juice"", ""qty"": ""1"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Butter"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""cut into small pieces""}]","[""Preheat your oven to 220°C (425°F). Place one pie crust in the bottom of a 9-inch pie plate."", ""In a large bowl, toss the sliced apples with the lemon juice."", ""In a separate small bowl, whisk together the sugars, flour, cinnamon, and nutmeg."", ""Pour the sugar mixture over the apples and toss to coat them evenly."", ""Spoon the apple filling into the pie crust and dot the top with the pieces of butter."", ""Cover with the second pie crust. Crimp the edges to seal and cut several slits in the top crust."", ""Bake for 15 minutes at 220°C (425°F), then reduce the heat to 190°C (375°F) and bake for another 35-45 minutes."", ""The pie is ready when the crust is golden and the filling is bubbly. Let cool before serving.""]",30,60,8,Medium,American,Dessert,"fruit,pie,classic",warm,any,afternoon
Churros with Chocolate Sauce,"A Spanish and Portuguese dessert of fried dough pastries, often served with a thick chocolate dipping sauce.","[{""name"": ""Water"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Butter"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""All-purpose flour"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Eggs"", ""qty"": ""3"", ""unit"": """", ""note"": """"}, {""name"": ""Sugar"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for coating""}, {""name"": ""Cinnamon"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": ""for coating""}, {""name"": ""Dark chocolate"", ""qty"": ""100"", ""unit"": ""g"", ""note"": ""for sauce""}]","[""In a saucepan, bring water, butter, and a pinch of salt to a boil. Remove from heat and stir in the flour until a smooth ball forms."", ""Let the dough cool for a few minutes. Beat in the eggs one at a time until the dough is smooth and glossy."", ""Transfer the dough to a pastry bag fitted with a star tip."", ""Heat vegetable oil in a deep pot to 180°C (350°F)."", ""Pipe strips of dough into the hot oil, cutting them with scissors. Fry until golden brown and crispy."", ""While the churros fry, melt the dark chocolate with a little cream or milk to make a dipping sauce."", ""Mix sugar and cinnamon in a shallow dish. Roll the hot, drained churros in the cinnamon sugar."", ""Serve immediately with the warm chocolate sauce.""]",15,20,6,Medium,Spanish,Dessert,"fried,sweet,chocolate",happy,cold,any
Lomo Saltado,"A popular, traditional Peruvian stir-fry of beef, onions, tomatoes, and french fries, served with rice.","[{""name"": ""Beef sirloin"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""cut into strips""}, {""name"": ""Red onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""cut into thick wedges""}, {""name"": ""Tomatoes"", ""qty"": ""2"", ""unit"": ""large"", ""note"": ""cut into wedges""}, {""name"": ""Aji amarillo paste"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Soy sauce"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Vinegar"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""red wine""}, {""name"": ""French fries"", ""qty"": ""1"", ""unit"": ""bag"", ""note"": ""cooked""}, {""name"": ""White rice"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""cooked, for serving""}]","[""Season the beef strips with salt, pepper, and cumin."", ""Heat a wok or large skillet over very high heat until smoking. Add oil and sear the beef strips in batches until browned but still rare inside. Remove and set aside."", ""In the same wok, add the red onion wedges and stir-fry for a minute until slightly charred."", ""Add the tomato wedges and the aji amarillo paste. Stir-fry for another minute."", ""Return the beef to the wok. Add the soy sauce and vinegar and toss everything together. This should create a lot of steam."", ""Finally, add the cooked french fries to the wok and toss gently to coat them in the sauce."", ""Garnish with fresh cilantro."", ""Serve immediately with a side of white rice.""]",20,10,4,Easy,Peruvian,Dinner,"stir-fry,beef,fusion",energetic,any,evening
Fish and Chips,"A classic British hot dish consisting of fried battered fish and hot potato chips.","[{""name"": ""Cod or haddock fillets"", ""qty"": ""4"", ""unit"": """", ""note"": """"}, {""name"": ""Potatoes"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""for chips""}, {""name"": ""All-purpose flour"", ""qty"": ""1.5"", ""unit"": ""cups"", ""note"": ""for batter""}, {""name"": ""Beer"", ""qty"": ""12"", ""unit"": ""oz"", ""note"": ""lager or ale, cold""}, {""name"": ""Baking powder"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": ""for batter""}, {""name"": ""Vegetable oil"", ""qty"": ""2"", ""unit"": ""liters"", ""note"": ""for frying""}]","[""First, make the chips. Peel and cut the potatoes into thick sticks. Rinse and pat completely dry."", ""Heat the oil to 150°C (300°F). Fry the potatoes in batches for about 5-7 minutes until soft but not browned. Remove and drain."", ""To make the batter, whisk together the flour, baking powder, and salt. Gradually whisk in the cold beer until you have a thick batter."", ""Pat the fish fillets dry and dredge them in a little extra flour."", ""Increase the oil temperature to 190°C (375°F). Dip each fish fillet in the batter, then carefully lower it into the hot oil."", ""Fry for 5-8 minutes, until the batter is golden brown and crispy."", ""While the fish rests, fry the blanched chips again for 2-3 minutes until golden and crispy."", ""Serve immediately with salt, malt vinegar, and tartar sauce.""]",20,30,4,Medium,British,Dinner,"fried,seafood,comfort food",cozy,rainy,evening
Pizza Margherita,"A classic Neapolitan pizza topped with San Marzano tomatoes, fresh mozzarella, basil, and olive oil.","[{""name"": ""Pizza dough"", ""qty"": ""1"", ""unit"": ""ball (250g)"", ""note"": """"}, {""name"": ""San Marzano tomatoes"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""crushed""}, {""name"": ""Fresh mozzarella cheese"", ""qty"": ""125"", ""unit"": ""g"", ""note"": ""sliced or torn""}, {""name"": ""Fresh basil leaves"", ""qty"": ""1"", ""unit"": ""small bunch"", ""note"": """"}, {""name"": ""Extra virgin olive oil"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}]","[""Preheat your oven to its highest temperature, 260°C (500°F) or more. If you have a pizza stone, preheat it."", ""Stretch the pizza dough by hand on a lightly floured surface into a thin, round base."", ""Lightly salt the crushed tomatoes and spread a thin layer over the dough, leaving a border."", ""Distribute the pieces of fresh mozzarella evenly over the tomato sauce."", ""Scatter a few fresh basil leaves on top."", ""Drizzle the entire pizza with a good quality extra virgin olive oil."", ""Carefully transfer the pizza to the hot pizza stone or a baking sheet."", ""Bake for 7-10 minutes, until the crust is golden and puffy, and the cheese is melted and bubbly. Add a few more fresh basil leaves before serving.""]",10,10,2,Easy,Italian,Dinner,"pizza,classic,vegetarian",happy,any,evening
Tom Kha Gai,"A creamy and aromatic Thai soup, similar to Tom Yum but with the addition of coconut milk.","[{""name"": ""Chicken breast or thighs"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""thinly sliced""}, {""name"": ""Coconut milk"", ""qty"": ""1"", ""unit"": ""can (400ml)"", ""note"": """"}, {""name"": ""Chicken stock"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Galangal"", ""qty"": ""1"", ""unit"": ""inch piece"", ""note"": ""thinly sliced""}, {""name"": ""Lemongrass"", ""qty"": ""1"", ""unit"": ""stalk"", ""note"": ""bruised and chopped""}, {""name"": ""Kaffir lime leaves"", ""qty"": ""4"", ""unit"": """", ""note"": """"}, {""name"": ""Mushrooms"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""sliced""}]","[""In a pot, bring the chicken stock and about half of the coconut milk to a simmer."", ""Add the sliced galangal, chopped lemongrass, and kaffir lime leaves. Simmer for 5 minutes to release their flavors."", ""Add the sliced chicken to the pot and cook until it is no longer pink."", ""Add the mushrooms and cook for another few minutes until they are soft."", ""Pour in the remaining coconut milk and heat through gently. Do not let it come to a rolling boil."", ""Turn off the heat. Stir in fish sauce and fresh lime juice."", ""Taste and adjust the balance of salty, sour, and creamy. Add a little sugar if needed."", ""Garnish with fresh cilantro and sliced chilies. Serve hot.""]",10,20,4,Easy,Thai,Lunch,"soup,coconut,creamy",warm,rainy,afternoon
Bulgogi,"A classic Korean dish of thinly sliced, marinated beef, grilled or stir-fried.","[{""name"": ""Beef sirloin or ribeye"", ""qty"": ""700"", ""unit"": ""g"", ""note"": ""very thinly sliced""}, {""name"": ""Soy sauce"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Asian pear"", ""qty"": ""0.5"", ""unit"": """", ""note"": ""grated""}, {""name"": ""Brown sugar"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Sesame oil"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Garlic"", ""qty"": ""4"", ""unit"": ""cloves"", ""note"": ""minced""}]","[""In a large bowl, make the marinade by combining soy sauce, grated Asian pear (a traditional tenderizer), brown sugar, sesame oil, minced garlic, and ginger."", ""Add the thinly sliced beef to the marinade. Also add sliced onion and chopped green onions."", ""Use your hands to gently toss and massage the meat with the marinade until it is thoroughly coated."", ""Cover and let the beef marinate in the refrigerator for at least 1 hour."", ""Preheat a grill pan or a large skillet over high heat."", ""Cook the marinated beef in batches, stir-frying for just a few minutes until the beef is cooked through and has some caramelized edges."", ""The high heat will cook the thin slices very quickly."", ""Serve the bulgogi immediately with steamed rice and kimchi.""]",20,10,4,Easy,Korean,Dinner,"grilled,beef,savory",energetic,any,evening
Gỏi Cuốn (Summer Rolls),"Fresh Vietnamese spring rolls packed with shrimp, pork, herbs, and rice vermicelli, wrapped in rice paper.","[{""name"": ""Rice paper wrappers"", ""qty"": ""12"", ""unit"": """", ""note"": """"}, {""name"": ""Rice vermicelli noodles"", ""qty"": ""100"", ""unit"": ""g"", ""note"": ""cooked""}, {""name"": ""Shrimp"", ""qty"": ""12"", ""unit"": ""large"", ""note"": ""cooked and halved lengthwise""}, {""name"": ""Pork belly or loin"", ""qty"": ""150"", ""unit"": ""g"", ""note"": ""cooked and thinly sliced""}, {""name"": ""Lettuce leaves"", ""qty"": ""12"", ""unit"": """", ""note"": """"}, {""name"": ""Fresh mint"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": """"}, {""name"": ""Peanut butter"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""for dipping sauce""}]","[""Prepare all your filling ingredients: cook the noodles, cook and slice the shrimp and pork, and wash the herbs and lettuce."", ""To make the peanut dipping sauce, heat hoisin sauce, peanut butter, a little water, and sugar in a small saucepan until smooth."", ""Fill a large, shallow dish with warm water."", ""Dip one rice paper wrapper into the water for about 15 seconds, until it is soft and pliable."", ""Lay the softened wrapper flat. On the third of the wrapper closest to you, place lettuce, noodles, mint, and pork."", ""Fold the bottom edge of the wrapper up over the filling, then fold in the sides."", ""Place a few shrimp halves on the wrapper just above the folded part, then continue to roll tightly to the top."", ""Serve the fresh rolls immediately with the warm peanut dipping sauce.""]",30,15,4,Medium,Vietnamese,Snack,"fresh,healthy,light",relaxed,warm,afternoon
Peking Duck,"A famous duck dish from Beijing prized for its thin, crisp skin, served with pancakes, scallions, and hoisin sauce.","[{""name"": ""Whole duck"", ""qty"": ""1"", ""unit"": ""(2-3 kg)"", ""note"": """"}, {""name"": ""Maltose syrup or honey"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Boiling water"", ""qty"": ""2"", ""unit"": ""liters"", ""note"": """"}, {""name"": ""Mandarin pancakes"", ""qty"": ""24"", ""unit"": """", ""note"": ""for serving""}, {""name"": ""Hoisin sauce"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""for serving""}, {""name"": ""Cucumbers and scallions"", ""qty"": ""1"", ""unit"": ""bunch each"", ""note"": ""julienned, for serving""}]","[""Clean the duck thoroughly. Separate the skin from the meat by pumping air between them (a difficult but key step)."", ""Blanch the duck by pouring boiling water all over it. This tightens the skin."", ""Mix the maltose syrup with a little hot water. Brush this glaze all over the duck skin."", ""Hang the duck in a cool, airy place (or in the fridge, uncovered) for at least 24 hours to dry out the skin completely."", ""Preheat the oven to 190°C (375°F). Roast the duck on a rack for about 1.5 hours, until the skin is deep brown and crispy."", ""Let the duck rest for 10 minutes."", ""Carve the crispy skin and meat into thin slices."", ""Serve with warm Mandarin pancakes, hoisin sauce, and julienned cucumbers and scallions for guests to assemble their own wraps.""]",60,90,4,Hard,Chinese,Dinner,"roast,duck,celebratory",celebratory,any,evening
Chiles Rellenos,"Roasted poblano peppers stuffed with cheese, coated in an egg batter, and fried.","[{""name"": ""Poblano peppers"", ""qty"": ""6"", ""unit"": ""large"", ""note"": """"}, {""name"": ""Oaxaca cheese or Monterey Jack"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""cut into sticks""}, {""name"": ""Eggs"", ""qty"": ""4"", ""unit"": ""large"", ""note"": ""separated""}, {""name"": ""All-purpose flour"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for dredging""}, {""name"": ""Vegetable oil"", ""qty"": ""1"", ""unit"": ""liter"", ""note"": ""for frying""}, {""name"": ""Tomatoes"", ""qty"": ""4"", ""unit"": """", ""note"": ""for sauce""}]","[""Roast the poblano peppers over an open flame or under a broiler until the skin is blackened and blistered all over."", ""Place the hot peppers in a plastic bag or a covered bowl to steam for 15 minutes."", ""Carefully peel the skin off the peppers. Make a slit down the side of each pepper and gently remove the seeds and veins, keeping the pepper whole."", ""Stuff each pepper with a stick of cheese."", ""To make the batter, beat the egg whites until they form stiff peaks. Gently fold in the beaten egg yolks."", ""Dredge each stuffed pepper in flour, then dip it into the egg batter, coating it completely."", ""Fry the battered chiles in hot oil until golden brown on all sides. Drain on paper towels."", ""Serve immediately with a simple tomato sauce (caldo de jitomate).""]",30,30,6,Hard,Mexican,Lunch,"stuffed,cheesy,fried",celebratory,any,afternoon
